,divsRank,finalRank,seedTime,divsTime,distance,improvement,improveZscore
1188,2,2,81.66,73.1,100,-0.08560000000000002,-0.9945841374876409
1189,3,3,79.95,81.56,100,0.016099999999999993,0.6473373794415679
1190,4,5,88.47,85.9,100,-0.02569999999999993,-0.027513352196984583
1191,5,4,84.68,87.68,100,0.03,0.8717494648429053
1192,6,6,98.78999999999999,90.28,100,-0.08509999999999991,-0.986511760314929
1193,7,7,97.6,99.55,100,0.019500000000000028,0.7022295442159964
1194,9,8,102.78,105.28999999999999,100,0.02509999999999991,0.7926401685503461
1195,1,1,83.56,83.28999999999999,100,-0.0027000000000001025,0.3438159977476714
1196,2,2,85.21000000000001,84.58,100,-0.006300000000000096,0.28569488210415966
1197,3,3,85.0,87.52,100,0.02519999999999996,0.7942546439848889
1198,4,4,94.56,92.4,100,-0.021599999999999966,0.03868014061923663
1199,5,6,97.0,97.81,100,0.008100000000000022,0.5181793446782088
1200,6,5,103.9,98.16,100,-0.05740000000000009,-0.5393020649467994
1201,7,7,103.28,98.22,100,-0.05060000000000002,-0.4295177353979427
1202,8,8,82.47,101.49000000000001,100,0.1902000000000001,3.458139110979182
1203,1,1,38.92,37.99,50,-0.018599999999999995,0.08711440365549601
1204,2,2,42.79,38.07,50,-0.09439999999999998,-1.1366579757273356
1205,4,3,41.28,41.04,50,-0.0048000000000000395,0.30991201362229054
1206,5,4,42.65,42.16,50,-0.00980000000000004,0.2291882418951908
1207,6,5,43.97,43.8,50,-0.003400000000000034,0.33251466970587856
1208,7,7,47.1,45.44,50,-0.03320000000000008,-0.14859900978763652
1209,8,6,44.31,46.22,50,0.03819999999999993,1.0041364504753476
1210,9,10,51.0,48.4,50,-0.052000000000000025,-0.45212039148153066
1211,10,8,51.66,48.7,50,-0.05919999999999988,-0.5683626227685519
1212,11,9,50.22,50.52,50,0.006000000000000085,0.484275360552828
1213,12,11,54.0,51.34,50,-0.053199999999999935,-0.47149409669603315
1214,13,12,52.47,51.79,50,-0.013599999999999994,0.16783817538259574
1215,14,15,52.0,51.92,50,-0.0015999999999999658,0.36157522752763555
1216,15,13,37.0,52.54,50,0.31079999999999997,5.405196485036826
1217,16,14,57.16,53.03,50,-0.08259999999999991,-0.9461498744513791
1218,1,1,35.61,37.37,50,0.03519999999999996,0.9557021874390884
1219,2,2,40.18,40.12,50,-0.0012000000000000454,0.3680331292658023
1220,3,4,43.75,41.5,50,-0.045,-0.3391071110635906
1221,4,4,44.4,42.11,50,-0.04579999999999998,-0.3520229145399263
1222,5,3,42.6,42.87,50,0.0053999999999999205,0.47458850794557333
1223,6,8,47.38,44.23,50,-0.06300000000000011,-0.6297126892811514
1224,7,7,46.0,44.36,50,-0.03280000000000001,-0.14214110804946747
1225,8,6,47.69,44.62,50,-0.0614,-0.6038810823284778
1226,10,10,51.44,48.14,50,-0.06599999999999995,-0.6781469523174086
1227,11,9,47.41,48.41,50,0.02,0.7103019213887058
1228,12,12,49.07,48.82,50,-0.005,0.30668306275320717
1229,13,11,50.79,49.15,50,-0.03280000000000001,-0.14214110804946747
1230,14,13,48.65,49.74,50,0.02180000000000007,0.7393624792104628
1231,15,14,52.19,49.81,50,-0.047599999999999906,-0.381083472361681
1232,16,15,52.06,50.63,50,-0.028599999999999993,-0.07433313979870343
1233,1,1,41.46,42.93,50,0.029399999999999978,0.8620626122356531
1234,2,4,45.42,43.61,50,-0.036200000000000045,-0.19703327282389585
1235,3,2,45.0,44.31,50,-0.013799999999999955,0.1646092245135124
1236,4,3,46.77,45.89,50,-0.01760000000000005,0.10325915800091506
1237,5,5,49.66,47.36,50,-0.045999999999999944,-0.35525186540900966
1238,6,7,47.47,47.85,50,0.007600000000000051,0.5101069675054993
1239,6,6,52.18,47.85,50,-0.08659999999999997,-1.01072889183306
1240,8,8,46.12,49.03,50,0.05820000000000007,1.327031537383749
1241,9,10,51.56,50.76,50,-0.016000000000000084,0.12909076495358643
1242,10,9,50.0,51.73,50,0.034599999999999936,0.946015334831836
1243,11,11,53.78,52.66,50,-0.02240000000000009,0.025764337142898677
1244,12,12,55.18,53.2,50,-0.03959999999999994,-0.251925437598322
1245,13,15,51.0,53.66,50,0.053199999999999935,1.246307765656647
1246,14,14,55.47,54.01,50,-0.029200000000000018,-0.08401999240595578
1247,15,13,55.62,54.33,50,-0.025799999999999983,-0.029127827631527405
1248,16,16,58.0,55.81,50,-0.04379999999999996,-0.319733405849086
1249,1,1,66.65,70.51,100,0.038599999999999995,1.0105943522135168
1250,2,2,68.37,72.45,100,0.04079999999999998,1.0461128117734404
1251,3,3,89.0,89.22,100,0.0021999999999999884,0.4229252940402306
1252,4,4,134.0,122.65,100,-0.11349999999999995,-1.4450227837248562
1253,5,5,129.0,137.9,100,0.08900000000000005,1.824289971222683
1254,6,6,151.0,141.59,100,-0.09409999999999996,-1.1318145494237093
1255,1,1,267.93,311.28,400,0.10837499999999992,2.1370945866651923
1256,2,2,281.36,311.35,400,0.07497500000000003,1.5978597915281678
1257,3,3,420.44,406.23,400,-0.035524999999999946,-0.18613556364073577
1258,4,4,423.0,437.06,400,0.03515000000000001,0.9548949497218181
1259,5,7,427.0,569.42,400,0.3560499999999999,6.135746619167078
1260,6,5,611.94,571.3,400,-0.10160000000000025,-1.2529002070143636
1261,7,6,581.0,580.46,400,-0.001349999999999909,0.36561141611399145
1262,1,1,120.73,129.44,200,0.04354999999999997,1.0905108862233452
1263,2,2,157.28,151.57999999999998,200,-0.028500000000000084,-0.0727186643641629
1264,3,3,161.37,158.21,200,-0.015799999999999984,0.13231971582267202
1265,4,4,172.86,163.97,200,-0.04445000000000007,-0.33022749617361086
1266,5,6,171.36,164.57,200,-0.033950000000000105,-0.16070757554670195
1267,6,5,163.28,165.9,200,0.013100000000000023,0.5989031164053086
1268,8,7,171.02,176.49,200,0.027349999999999996,0.8289658658275424
1269,9,8,180.94,178.31,200,-0.013149999999999978,0.17510331483803498
1270,1,1,113.12,116.88,200,0.018799999999999956,0.6909282161742012
1271,2,2,132.12,133.35,200,0.006149999999999949,0.4866970737046387
1272,4,4,156.53,160.86,200,0.02165000000000006,0.7369407660586497
1273,5,3,165.25,165.61,200,0.0018000000000000683,0.4164673923020639
1274,6,5,192.35,168.12,200,-0.12114999999999995,-1.5685301544673187
1275,7,6,210.87,196.35,200,-0.07260000000000005,-0.784702330997182
1276,8,8,206.16,204.87,200,-0.00644999999999996,0.28327316895234894
1277,9,7,218.91,205.07,200,-0.06920000000000001,-0.7298101662227535
1278,1,1,35.69,35.98,50,0.005799999999999983,0.4810464096837423
1279,2,2,38.66,37.38,50,-0.02559999999999988,-0.025898876762441757
1280,3,3,43.59,41.4,50,-0.043800000000000096,-0.31973340584908827
1281,4,4,44.35,41.44,50,-0.05820000000000007,-0.552217868423135
1282,5,6,41.15,41.65,50,0.01,0.5488543779345064
1283,6,8,46.34,43.31,50,-0.06060000000000002,-0.5909652788521421
1284,7,10,46.9,43.5,50,-0.06799999999999998,-0.7104364610082491
1285,8,7,45.69,43.97,50,-0.03439999999999998,-0.1679727150021389
1286,9,5,43.74,44.28,50,0.010799999999999983,0.561770181410842
1287,11,9,48.43,45.23,50,-0.06400000000000006,-0.6458574436265705
1288,12,14,47.87,45.53,50,-0.046799999999999925,-0.36816766888534536
1289,13,11,48.5,46.23,50,-0.045400000000000065,-0.34556501280175966
1290,14,13,49.03,46.53,50,-0.05,-0.4198308827906904
1291,16,18,45.6,47.48,50,0.03759999999999991,0.9944495978680955
1292,17,16,47.53,49.55,50,0.04039999999999992,1.0396549100352714
1293,18,17,49.78,49.98,50,0.003999999999999915,0.4519858518619853
1294,19,12,52.31,50.62,50,-0.033800000000000094,-0.15828586239488876
1295,20,15,52.87,50.63,50,-0.044799999999999895,-0.33587816019450495
1296,21,19,51.06,51.11,50,0.0009999999999999432,0.40355158882572595
1297,22,21,54.42,52.35,50,-0.041400000000000006,-0.28098599542007896
1298,23,20,53.13,52.38,50,-0.015,0.14523551929900774
1299,25,22,58.31,54.51,50,-0.07600000000000008,-0.8395944957716103
1300,1,2,30.03,32.67,50,0.052800000000000014,1.2398498639184803
1301,2,1,30.45,32.72,50,0.04539999999999999,1.1203786817623724
1302,3,3,38.94,36.21,50,-0.05459999999999994,-0.4940967527796212
1303,4,4,38.22,37.22,50,-0.02,0.06451174757190799
1304,5,5,40.77,39.39,50,-0.02760000000000005,-0.05818838545328442
1305,6,7,41.1,40.64,50,-0.009200000000000017,0.23887509450244312
1306,7,8,44.78,43.65,50,-0.02260000000000005,0.022535386273815322
1307,8,9,44.93,43.99,50,-0.018799999999999956,0.08388545278641266
1308,9,10,44.09,44.33,50,0.004799999999999898,0.464901655338321
1309,10,6,42.56,44.4,50,0.03679999999999992,0.9815337943917597
1310,11,14,44.84,46.24,50,0.027999999999999973,0.8394599561520649
1311,12,12,51.03,46.32,50,-0.09420000000000002,-1.1334290248582524
1312,13,15,47.03,48.25,50,0.024399999999999977,0.7813388405085532
1313,14,20,53.75,49.22,50,-0.09060000000000003,-1.0753079092147406
1314,15,16,50.9,49.6,50,-0.025999999999999943,-0.03235677850061076
1315,16,11,49.48,49.96,50,0.009600000000000079,0.5423964761963397
1316,17,17,49.04,51.07,50,0.040600000000000025,1.0428838609043571
1317,18,18,53.38,51.55,50,-0.036600000000000105,-0.20349117456206478
1318,19,13,51.07,52.19,50,0.022399999999999948,0.7490493318177128
1319,20,21,54.22,52.36,50,-0.03719999999999999,-0.21317802716931492
1320,21,22,55.37,52.99,50,-0.047599999999999906,-0.381083472361681
1321,22,24,57.49,53.14,50,-0.08700000000000002,-1.0171867935712287
1322,23,19,56.06,53.72,50,-0.04680000000000007,-0.3681676688853477
1323,24,23,51.0,55.12,50,0.08239999999999995,1.7177345925429095
1324,1,1,32.56,33.67,50,0.022199999999999987,0.7458203809486295
1325,2,3,34.33,35.72,50,0.027800000000000012,0.8362310052829816
1326,3,2,35.8,36.21,50,0.008200000000000074,0.5197938201127517
1327,4,4,39.87,38.78,50,-0.021799999999999927,0.035451189750153274
1328,5,5,40.75,38.86,50,-0.037800000000000014,-0.22286487977656727
1329,6,6,40.84,40.88,50,0.0007999999999999829,0.4003226379566426
1330,8,7,40.68,42.77,50,0.041800000000000066,1.0622575661188616
1331,9,13,45.05,44.02,50,-0.020599999999999882,0.054824894964657936
1332,10,8,45.06,44.09,50,-0.019399999999999976,0.07419860017916036
1333,11,11,44.43,44.51,50,0.0015999999999999658,0.4132384414329783
1334,12,14,50.28,46.35,50,-0.07859999999999999,-0.8815708570697006
1335,13,9,48.12,46.98,50,-0.02280000000000001,0.01930643540473197
1336,14,12,44.79,47.41,50,0.05239999999999995,1.233391962180311
1337,15,10,47.57,47.75,50,0.0035999999999999943,0.44552795012381863
1338,16,18,51.28,49.98,50,-0.026000000000000086,-0.032356778500613054
1339,18,17,48.64,50.19,50,0.030999999999999944,0.8878942191883243
1340,19,15,56.08,50.61,50,-0.10939999999999998,-1.3788292909086348
1341,20,16,51.07,51.82,50,0.015,0.6295781496616061
1342,22,21,55.65,53.38,50,-0.04539999999999992,-0.34556501280175733
1343,23,22,57.23,54.23,50,-0.06,-0.5812784262448898
1344,24,20,62.78,54.32,50,-0.16920000000000002,-2.3442856007647483
1345,25,19,58.81,55.22,50,-0.07180000000000007,-0.7717865275208463
1346,1,1,32.9,32.96,50,0.0012000000000000454,0.4067805396948116
1347,2,2,32.56,33.45,50,0.01780000000000001,0.6747834618287821
1348,3,3,36.25,34.96,50,-0.025799999999999983,-0.029127827631527405
1349,4,4,36.29,35.17,50,-0.022399999999999948,0.025764337142900974
1350,5,5,38.85,39.32,50,0.009399999999999978,0.5391675253272541
1351,7,7,42.52,42.2,50,-0.0064000000000000055,0.28408040666961915
1352,8,6,45.19,42.44,50,-0.055,-0.5005546545177901
1353,9,10,47.72,44.15,50,-0.0714,-0.7653286257826774
1354,10,11,46.62,44.3,50,-0.046400000000000004,-0.3617097671471786
1355,11,8,44.19,44.45,50,0.005200000000000102,0.47135955707649224
1356,12,9,47.57,45.5,50,-0.041400000000000006,-0.28098599542007896
1357,13,13,46.35,46.21,50,-0.0028000000000000112,0.3422015223131309
1358,14,15,51.48,46.39,50,-0.10179999999999993,-1.2561291578834424
1359,15,16,52.44,47.11,50,-0.10659999999999997,-1.3336239787414588
1360,16,12,46.19,49.13,50,0.058800000000000095,1.3367183899910013
1361,17,14,48.02,49.2,50,0.023599999999999996,0.7684230370322176
1362,19,20,54.22,50.85,50,-0.06739999999999995,-0.7007496084009965
1363,20,19,54.78,51.78,50,-0.06,-0.5812784262448898
1364,23,18,52.5,52.24,50,-0.00519999999999996,0.3034541118841238
1365,24,17,55.34,52.65,50,-0.0538000000000001,-0.48118094930328775
1366,1,1,32.04,32.2,50,0.003200000000000074,0.43907004838565195
1367,2,2,36.57,33.7,50,-0.05739999999999995,-0.5393020649467972
1368,3,3,35.22,34.39,50,-0.016599999999999965,0.11940391234633638
1369,4,4,35.59,35.21,50,-0.007600000000000051,0.2647067014551145
1370,5,6,41.09,39.63,50,-0.029200000000000018,-0.08401999240595578
1371,6,7,41.25,40.12,50,-0.02260000000000005,0.022535386273815322
1372,7,9,44.55,41.07,50,-0.06959999999999994,-0.7362680679609204
1373,8,12,46.77,41.42,50,-0.10700000000000003,-1.3400818804796277
1374,9,10,45.47,42.16,50,-0.06620000000000005,-0.6813759031864943
1375,10,11,43.36,42.46,50,-0.01799999999999997,0.09680125626274837
1376,11,8,44.67,42.79,50,-0.03760000000000005,-0.21963592890748385
1377,12,5,38.5,42.94,50,0.08879999999999995,1.8210610203535973
1378,13,16,42.48,43.6,50,0.02240000000000009,0.749049331817715
1379,14,17,50.37,44.35,50,-0.12039999999999992,-1.5564215887082533
1380,15,15,44.0,44.45,50,0.009000000000000057,0.5327096235890874
1381,16,13,46.19,44.72,50,-0.029399999999999978,-0.08724894327503914
1382,17,20,46.68,45.56,50,-0.022399999999999948,0.025764337142900974
1383,21,21,53.45,46.94,50,-0.1302000000000001,-1.7146401812933716
1384,23,18,47.35,48.51,50,0.023199999999999932,0.7619651352940485
1385,24,19,48.32,48.53,50,0.004200000000000017,0.45521480273107096
1386,25,14,50.94,50.93,50,-0.00019999999999996022,0.38417788361122357
1387,1,1,31.25,31.21,50,-0.0007999999999999829,0.37449103100397124
1388,2,2,30.8,32.11,50,0.026199999999999973,0.810399398330309
1389,3,3,35.38,33.46,50,-0.03840000000000003,-0.23255173238381951
1390,4,4,37.28,34.93,50,-0.04700000000000003,-0.371396619754431
1391,5,5,38.25,37.09,50,-0.023199999999999932,0.012848533666565264
1392,6,6,41.34,37.64,50,-0.07400000000000005,-0.8073049870807699
1393,7,10,44.69,42.14,50,-0.05099999999999994,-0.4359756371361094
1394,8,7,45.5,43.4,50,-0.04200000000000003,-0.2906728480273313
1395,9,9,49.98,44.66,50,-0.10640000000000001,-1.3303950278723755
1396,10,11,45.09,45.37,50,0.00559999999999988,0.47781745881465665
1397,11,8,47.05,45.5,50,-0.030999999999999944,-0.1130805502277105
1398,12,12,46.27,46.53,50,0.00519999999999996,0.47135955707649
1399,13,15,50.32,48.07,50,-0.045,-0.3391071110635906
1400,14,14,51.03,50.15,50,-0.01760000000000005,0.10325915800091506
1401,15,13,58.05,51.29,50,-0.13519999999999996,-1.795363953020469
1402,16,17,58.37,54.49,50,-0.0775999999999999,-0.8654261027242793
1403,17,16,73.19,61.84,50,-0.2269999999999999,-3.2774524019300193
1404,1,1,88.85,83.96000000000001,100,-0.04889999999999986,-0.40207165301072617
1405,2,2,86.65,85.64,100,-0.010100000000000052,0.22434481559156463
1406,3,3,83.99,86.25,100,0.02260000000000005,0.7522782826867985
1407,4,4,95.44,96.03999999999999,100,0.005999999999999943,0.48427536055282566
1408,5,6,103.0,98.78,100,-0.04219999999999999,-0.2939017988964146
1409,6,5,98.02000000000001,98.8,100,0.0077999999999998695,0.5133359183745804
1410,7,7,100.65,103.83,100,0.031799999999999926,0.90081002266466
1411,8,8,109.63,105.92,100,-0.03709999999999994,-0.2115635517347721
1412,1,2,87.46000000000001,86.65,100,-0.008100000000000022,0.25663432428240496
1413,2,3,93.9,87.83,100,-0.06070000000000007,-0.592579754286685
1414,3,1,85.02,89.28999999999999,100,0.04269999999999996,1.076787845029738
1415,4,5,82.19,92.44,100,0.1025,2.042244154885851
1416,5,4,97.02000000000001,93.18,100,-0.03840000000000003,-0.23255173238381951
1417,6,6,100.81,96.8,100,-0.04010000000000005,-0.25999781477103373
1418,7,7,104.35,97.97999999999999,100,-0.06370000000000005,-0.6410140173229444
1419,8,8,107.31,102.64,100,-0.04670000000000002,-0.3665531934508049
1420,1,1,79.89,83.2,100,0.033100000000000025,0.9217982033137075
1421,2,3,97.00999999999999,92.47,100,-0.04539999999999992,-0.34556501280175733
1422,3,4,94.63,95.12,100,0.004900000000000091,0.46651613077286613
1423,4,2,94.85,96.27000000000001,100,0.014200000000000159,0.6166623461852727
1424,5,6,105.56,100.57,100,-0.04990000000000009,-0.41821640735614984
1425,6,7,113.42,103.42,100,-0.1,-1.2270686000616877
1426,7,5,102.82,105.03,100,0.022100000000000078,0.7442059055140889
1427,8,8,110.14,107.87,100,-0.02269999999999996,0.020920910839274796
1428,1,1,71.61,72.22,100,0.006099999999999994,0.4858898359873685
1429,3,2,72.44,78.01,100,0.055700000000000076,1.2866696515201992
1430,4,3,81.41,83.51,100,0.021000000000000085,0.7264466757341272
1431,5,4,93.42,87.75,100,-0.056700000000000014,-0.5280007369050043
1432,6,6,96.19,92.11,100,-0.04079999999999998,-0.2712991428128266
1433,7,5,104.74000000000001,97.14,100,-0.07600000000000008,-0.8395944957716103
1434,9,7,114.25,110.9,100,-0.033499999999999946,-0.1534424360912604
1435,10,8,135.97,128.47,100,-0.075,-0.823449741426189
1436,1,1,77.94,74.88,100,-0.030600000000000023,-0.1066226484895438
1437,2,2,85.35,82.53999999999999,100,-0.028100000000000024,-0.06626076262599395
1438,3,3,93.1,90.31,100,-0.02789999999999992,-0.06303181175690831
1439,4,5,104.53999999999999,92.28,100,-0.1225999999999999,-1.591940048268177
1440,5,4,97.06,92.86,100,-0.04200000000000003,-0.2906728480273313
1441,6,8,101.15,98.08,100,-0.030700000000000074,-0.10823712392408662
1442,7,6,102.5,98.67,100,-0.03829999999999998,-0.2309372569492767
1443,8,7,106.25,99.97,100,-0.06280000000000001,-0.6264837384120658
1444,1,3,78.09,69.83,100,-0.08260000000000005,-0.9461498744513814
1445,2,2,,72.53,100,,
1446,3,1,69.95,72.71000000000001,100,0.02760000000000005,0.8330020544138983
1447,4,4,75.85,81.24,100,0.0539,1.257609093698442
1448,6,5,85.78999999999999,83.52,100,-0.02269999999999996,0.020920910839274796
1449,7,6,98.06,87.8,100,-0.10260000000000005,-1.2690449613597803
1450,8,7,91.84,89.88,100,-0.01960000000000008,0.0709696493100747
1451,9,8,90.31,90.44,100,0.0012999999999999546,0.4083950151293521
1452,1,1,31.82,31.85,50,0.0006000000000000227,0.39709368708755927
1453,2,2,37.81,37.23,50,-0.011600000000000108,0.2001276840734338
1454,3,3,39.86,39.92,50,0.0012000000000000454,0.4067805396948116
1455,4,4,45.32,41.23,50,-0.08180000000000007,-0.9332340709750457
1456,5,7,46.28,45.9,50,-0.007600000000000051,0.2647067014551145
1457,6,8,51.13,49.11,50,-0.04040000000000006,-0.2648412410746599
1458,7,5,48.39,49.98,50,0.031799999999999926,0.90081002266466
1459,8,6,49.94,50.65,50,0.014200000000000016,0.6166623461852705
1460,9,9,62.82,66.65,50,0.07660000000000011,1.6240950173394766
1461,10,10,101.22,87.94,50,-0.2656,-3.900639919663231
1462,1,1,28.16,29.79,50,0.03259999999999998,0.9137258261409968
1463,2,2,31.59,31.0,50,-0.011799999999999998,0.19689873320435158
1464,3,3,30.57,31.45,50,0.01759999999999998,0.6715545109596975
1465,4,6,36.21,34.0,50,-0.04420000000000002,-0.32619130758725495
1466,5,4,35.47,34.05,50,-0.028400000000000033,-0.07110418892962007
1467,6,8,34.31,34.08,50,-0.00460000000000008,0.31314096449137385
1468,7,5,35.77,35.48,50,-0.005800000000000125,0.2937672592768692
1469,8,9,43.5,37.98,50,-0.11040000000000007,-1.3949740452540562
1470,9,7,37.33,38.36,50,0.02060000000000002,0.7199887739959582
1471,10,10,43.22,40.74,50,-0.049599999999999936,-0.41337298105252135
1472,11,11,45.45,43.0,50,-0.04900000000000006,-0.40368612844527135
1473,12,12,47.76,45.1,50,-0.053199999999999935,-0.47149409669603315
1474,13,13,57.75,55.77,50,-0.03959999999999994,-0.251925437598322
1475,1,2,38.66,36.89,50,-0.03539999999999992,-0.18411746934755785
1476,2,1,35.78,37.35,50,0.031400000000000004,0.8943521209264933
1477,3,3,42.04,37.96,50,-0.08159999999999996,-0.93000512010596
1478,4,5,45.57,42.83,50,-0.05480000000000004,-0.4973257036487068
1479,5,4,46.06,44.93,50,-0.02260000000000005,0.022535386273815322
1480,6,6,54.97,49.84,50,-0.10259999999999991,-1.269044961359778
1481,7,7,60.0,52.17,50,-0.15659999999999996,-2.140861696012456
1482,8,8,58.34,55.74,50,-0.052000000000000025,-0.45212039148153066
1483,9,9,57.35,57.37,50,0.00039999999999992044,0.3938647362184736
1484,1,1,29.87,29.42,50,-0.008999999999999985,0.24210404537152763
1485,2,2,30.77,30.12,50,-0.012999999999999972,0.17752502798984807
1486,3,4,33.88,31.98,50,-0.03800000000000004,-0.2260938306456517
1487,4,3,33.65,32.0,50,-0.032999999999999974,-0.14537005891855087
1488,5,5,36.66,34.75,50,-0.03819999999999993,-0.22932278151473387
1489,6,6,62.15,51.61,50,-0.2108,-3.0159073815342174
1490,1,1,27.74,27.63,50,-0.0021999999999999884,0.3518883749203833
1491,2,2,29.4,29.22,50,-0.0035999999999999943,0.3292857188367952
1492,3,3,29.66,30.03,50,0.00740000000000002,0.5068780166364149
1493,4,4,32.07,30.51,50,-0.031199999999999974,-0.11630950109679498
1494,5,5,36.25,34.05,50,-0.04400000000000006,-0.3229623567181717
1495,6,7,38.53,34.19,50,-0.08680000000000007,-1.0139578427021456
1496,7,6,36.22,34.88,50,-0.026799999999999925,-0.04527258197694641
1497,8,8,36.03,34.98,50,-0.021000000000000085,0.04836699322648669
1498,9,10,47.78,36.52,50,-0.22519999999999996,-3.248391844108264
1499,10,9,47.81,38.3,50,-0.1902000000000001,-2.6833254420185684
1500,11,12,43.64,39.63,50,-0.08019999999999997,-0.9074024640223722
1501,12,11,48.65,41.71,50,-0.13879999999999995,-1.8534850686639808
1502,13,13,44.54,42.11,50,-0.0486,-0.3972282267071024
1503,14,14,50.44,49.31,50,-0.02259999999999991,0.02253538627381762
1504,15,15,53.09,54.17,50,0.021599999999999966,0.7361335283413772
1505,1,1,28.63,28.3,50,-0.006599999999999966,0.28085145580053583
1506,2,2,32.0,30.18,50,-0.03640000000000001,-0.20026222369297925
1507,3,3,29.95,30.9,50,0.018999999999999986,0.6941571670432857
1508,4,5,35.58,31.6,50,-0.07959999999999993,-0.8977156114151197
1509,5,8,35.03,32.98,50,-0.041000000000000085,-0.2745280936819122
1510,6,7,35.03,33.03,50,-0.04,-0.25838333933649094
1511,7,4,33.34,33.06,50,-0.0056000000000000225,0.2969962101459549
1512,8,6,31.75,33.79,50,0.04079999999999998,1.0461128117734404
1513,9,9,36.54,34.75,50,-0.035799999999999985,-0.1905753710857269
1514,11,10,36.03,34.99,50,-0.02079999999999998,0.05159594409557234
1515,12,11,36.6,35.73,50,-0.017400000000000092,0.10648810886999836
1516,13,12,36.5,36.09,50,-0.008199999999999931,0.2550198488478645
1517,14,14,38.14,39.24,50,0.02200000000000003,0.7425914300795463
1518,15,13,42.21,40.56,50,-0.032999999999999974,-0.14537005891855087
1519,1,1,71.19,66.9,100,-0.04289999999999992,-0.30520312693820745
1520,2,2,81.06,70.15,100,-0.10909999999999996,-1.3739858646050085
1521,3,4,74.75,72.59,100,-0.021599999999999966,0.03868014061923663
1522,4,3,76.37,73.61,100,-0.02760000000000005,-0.05818838545328442
1523,5,5,75.78,73.85,100,-0.019300000000000067,0.07581307561370088
1524,6,6,78.87,75.3,100,-0.03570000000000007,-0.18896089565118632
1525,8,7,85.74,78.18,100,-0.07559999999999988,-0.833136594033439
1526,9,8,88.09,82.06,100,-0.06030000000000001,-0.586121852548516
1527,1,1,66.94,66.72,100,-0.0021999999999999884,0.3518883749203833
1528,2,2,64.35,67.19,100,0.028400000000000033,0.845917857890234
1529,3,3,63.85,72.97,100,0.09119999999999998,1.8598084307826055
1530,4,4,78.66,75.5,100,-0.03159999999999997,-0.12276740283496286
1531,5,5,84.16,78.28,100,-0.058799999999999956,-0.5619047210303852
1532,6,6,83.47,79.55,100,-0.03920000000000002,-0.24546753586015527
1533,7,7,75.2,79.96000000000001,100,0.04760000000000005,1.1558971413222974
1534,8,8,85.25,82.01,100,-0.03239999999999995,-0.13568320631129852
1535,1,1,62.12,62.73,100,0.006099999999999994,0.4858898359873685
1536,2,2,74.19,72.47,100,-0.01719999999999999,0.10971705973908402
1537,3,3,77.66,73.4,100,-0.04259999999999991,-0.3003597006345813
1538,4,4,77.22,76.38,100,-0.008400000000000034,0.2517908979787788
1539,5,5,81.19,81.22,100,0.00030000000000001136,0.3922502607839331
1540,6,7,84.97,85.0,100,0.00030000000000001136,0.3922502607839331
1541,7,6,91.48,87.42,100,-0.040600000000000025,-0.26807019194374326
1542,8,8,86.1,87.51,100,0.014100000000000107,0.6150478707507299
1543,1,1,57.4,57.44,100,0.00039999999999999145,0.39386473621847473
1544,2,2,68.0,67.27,100,-0.00730000000000004,0.26955012775874065
1545,3,3,72.06,70.44,100,-0.016200000000000044,0.1258618140845031
1546,4,5,82.69,79.3,100,-0.033900000000000007,-0.15990033782942936
1547,5,4,80.48,79.49,100,-0.009900000000000091,0.22757376646064797
1548,6,6,95.57,83.77,100,-0.11799999999999997,-1.5176741782792462
1549,7,7,89.72,85.59,100,-0.041299999999999955,-0.2793715199855361
1550,8,8,98.57,86.28,100,-0.12289999999999993,-1.5967834745718033
1551,1,1,61.69,60.3,100,-0.013900000000000006,0.16299474907896958
1552,2,2,70.96000000000001,64.17,100,-0.06790000000000006,-0.7088219855737083
1553,3,4,72.35,68.1,100,-0.0425,-0.2987452252000408
1554,4,3,68.44,68.39,100,-0.0004999999999999716,0.3793344573075974
1555,5,5,73.72,72.21000000000001,100,-0.015099999999999909,0.1436210438644672
1556,6,6,,73.1,100,,
1557,7,7,76.39,75.12,100,-0.01269999999999996,0.18236845429347426
1558,8,8,77.91,75.78999999999999,100,-0.021200000000000045,0.04513804235740333
1559,1,1,51.02,52.65,100,0.016299999999999953,0.6505663303106513
1560,2,2,54.82,57.9,100,0.030799999999999984,0.884665268319241
1561,3,3,61.8,59.9,100,-0.018999999999999986,0.08065650191732818
1562,4,4,62.48,62.89,100,0.004100000000000037,0.4536003272965293
1563,5,5,67.75,64.6,100,-0.031500000000000056,-0.12115292740042227
1564,6,7,76.32,69.12,100,-0.07199999999999988,-0.7750154783899273
1565,7,6,79.05,69.15,100,-0.09899999999999992,-1.2109238457162665
1566,8,8,69.59,69.19,100,-0.0040000000000000565,0.32282781709862624
1567,1,1,146.04,147.28,200,0.006200000000000046,0.4875043114219113
1568,2,2,168.69,166.66,200,-0.010150000000000006,0.22353757787429437
1569,3,3,197.85,178.89,200,-0.09480000000000004,-1.1431158774655046
1570,4,4,241.72,225.01,200,-0.08355000000000004,-0.9614873910795302
1571,1,1,141.94,132.9,200,-0.04519999999999996,-0.342336061932674
1572,2,2,137.7,138.91,200,0.00605000000000004,0.48508259827009825
1573,3,3,153.44,149.38,200,-0.020300000000000012,0.05966832126828182
1574,4,4,162.25,157.31,200,-0.02469999999999999,-0.011368597851565573
1575,5,5,182.96,180.08,200,-0.014399999999999977,0.15492237190626007
