,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,eventMeanAge,eventMedianAge,gender,distance,stroke
1921,2199,9,,1105,16,36,22,86.59,86.43,,False,2016,16.0,16.0,Girls,100,Freestyle
1922,2200,10,,8,16,30,22,86.0,90.64,,False,2016,16.0,16.0,Girls,100,Freestyle
1923,2201,11,,1127,16,52,22,76.81,96.05,,False,2016,16.0,16.0,Girls,100,Freestyle
1924,2202,12,,1128,16,33,22,121.0,102.75999999999999,,False,2016,16.0,16.0,Girls,100,Freestyle
1925,2203,13,,1129,16,17,22,106.78,103.57,,False,2016,16.0,16.0,Girls,100,Freestyle
1926,2204,14,,459,16,38,22,113.69,108.5,,False,2016,16.0,16.0,Girls,100,Freestyle
1927,2205,15,,1130,16,43,22,119.4,114.47,,False,2016,16.0,16.0,Girls,100,Freestyle
1928,2206,16,,1131,16,5,22,126.04,123.03,,False,2016,16.0,16.0,Girls,100,Freestyle
1929,2207,17,,1027,16,3,22,118.72,123.85,,False,2016,16.0,16.0,Girls,100,Freestyle
1930,2210,1,1.0,963,17,16,23,62.84,61.13,60.02,True,2016,16.94,17.0,Girls,100,Freestyle
1931,2211,2,2.0,1133,17,3,23,74.3,74.59,71.53,True,2016,16.94,17.0,Girls,100,Freestyle
1932,2212,3,3.0,1134,17,48,23,80.2,75.39,76.09,True,2016,16.94,17.0,Girls,100,Freestyle
1933,2213,4,5.0,378,16,42,23,77.15,76.34,76.71000000000001,True,2016,16.94,17.0,Girls,100,Freestyle
1934,2214,5,4.0,1135,16,52,23,78.68,79.31,76.58,True,2016,16.94,17.0,Girls,100,Freestyle
1935,2215,6,6.0,1136,17,42,23,83.44,80.92,80.83,True,2016,16.94,17.0,Girls,100,Freestyle
1936,2216,7,7.0,1137,17,52,23,86.69,87.12,87.27,True,2016,16.94,17.0,Girls,100,Freestyle
1937,2217,8,8.0,1138,16,33,23,88.53,91.33,90.59,True,2016,16.94,17.0,Girls,100,Freestyle
1938,2218,9,,1139,17,52,23,97.43,94.3,,False,2016,16.94,17.0,Girls,100,Freestyle
1939,2219,10,,1140,17,43,23,101.46000000000001,101.12,,False,2016,16.94,17.0,Girls,100,Freestyle
1940,2220,11,,1141,17,46,23,106.03,111.17,,False,2016,16.94,17.0,Girls,100,Freestyle
1941,2221,12,,1053,17,49,23,133.68,121.41,,False,2016,16.94,17.0,Girls,100,Freestyle
1942,2222,13,,1142,17,49,23,145.97,141.61,,False,2016,16.94,17.0,Girls,100,Freestyle
1943,2225,1,1.0,1145,16,3,27,146.24,154.71,155.32,True,2016,15.724137931034482,16.0,Girls,200,IM
1944,2226,2,2.0,1109,17,17,27,189.79,186.74,182.94,True,2016,15.724137931034482,16.0,Girls,200,IM
1945,2227,3,3.0,375,15,3,27,178.62,198.32,193.49,True,2016,15.724137931034482,16.0,Girls,200,IM
1946,2228,4,4.0,392,16,39,27,269.0,260.33,268.71,True,2016,15.724137931034482,16.0,Girls,200,IM
1947,2231,1,1.0,438,15,3,29,85.58,75.31,74.85,True,2016,14.825,15.0,Girls,100,IM
1948,2232,2,3.0,290,15,26,29,79.21000000000001,75.51,76.1,True,2016,14.825,15.0,Girls,100,IM
1949,2233,3,2.0,373,15,3,29,91.5,77.84,75.99,True,2016,14.825,15.0,Girls,100,IM
1950,2234,4,5.0,529,14,35,29,83.15,80.33,80.96000000000001,True,2016,14.825,15.0,Girls,100,IM
1951,2235,5,4.0,1147,14,33,29,82.85,81.32,80.44,True,2016,14.825,15.0,Girls,100,IM
1952,2236,6,6.0,99,15,52,29,84.66,82.51,82.22,True,2016,14.825,15.0,Girls,100,IM
1953,2237,7,7.0,972,14,33,29,86.41,88.08,87.24,True,2016,14.825,15.0,Girls,100,IM
1954,2238,8,8.0,100,15,49,29,93.69,90.44,90.96000000000001,True,2016,14.825,15.0,Girls,100,IM
1955,2239,9,,7,15,49,29,90.07,91.46000000000001,,False,2016,14.825,15.0,Girls,100,IM
1956,2240,10,,377,14,16,29,95.5,98.78,,False,2016,14.825,15.0,Girls,100,IM
1957,2241,11,,388,15,35,29,102.38,98.82,,False,2016,14.825,15.0,Girls,100,IM
1958,2242,12,,390,15,3,29,112.1,107.75,,False,2016,14.825,15.0,Girls,100,IM
1959,2243,13,,1148,14,5,29,123.63,117.00999999999999,,False,2016,14.825,15.0,Girls,100,IM
1960,2244,14,,1149,15,5,29,117.87,119.3,,False,2016,14.825,15.0,Girls,100,IM
1961,2245,15,,1099,15,39,29,123.0,122.43,,False,2016,14.825,15.0,Girls,100,IM
1962,2246,16,,383,15,5,29,133.47,125.36,,False,2016,14.825,15.0,Girls,100,IM
1963,2247,17,,393,15,39,29,130.0,128.39,,False,2016,14.825,15.0,Girls,100,IM
1964,2248,18,,532,15,39,29,150.0,138.24,,False,2016,14.825,15.0,Girls,100,IM
1965,2249,19,,299,14,39,29,119.0,144.98,,False,2016,14.825,15.0,Girls,100,IM
1966,2252,1,3.0,305,16,33,30,78.76,77.65,76.78999999999999,True,2016,16.0,16.0,Girls,100,IM
1967,2253,2,1.0,141,16,3,30,82.46000000000001,78.97,75.49,True,2016,16.0,16.0,Girls,100,IM
1968,2254,3,2.0,3,16,3,30,83.47,79.74,75.93,True,2016,16.0,16.0,Girls,100,IM
1969,2255,4,4.0,4,16,3,30,87.03,83.03999999999999,84.08,True,2016,16.0,16.0,Girls,100,IM
1970,2256,5,5.0,1104,16,17,30,85.47,87.43,88.02,True,2016,16.0,16.0,Girls,100,IM
1971,2257,6,6.0,607,16,3,30,98.93,89.21000000000001,89.78,True,2016,16.0,16.0,Girls,100,IM
1972,2258,7,,1016,16,29,30,105.34,101.16,,True,2016,16.0,16.0,Girls,100,IM
1973,2259,8,8.0,389,16,35,30,103.78,103.64,107.35,True,2016,16.0,16.0,Girls,100,IM
1974,2260,9,7.0,9,16,39,30,111.0,103.83,102.55,False,2016,16.0,16.0,Girls,100,IM
1975,2261,10,,456,16,5,30,110.07,104.7,,False,2016,16.0,16.0,Girls,100,IM
1976,2262,11,,1020,16,5,30,119.13,115.68,,False,2016,16.0,16.0,Girls,100,IM
1977,2263,12,,1107,16,39,30,116.0,115.96000000000001,,False,2016,16.0,16.0,Girls,100,IM
1978,2264,13,,14,16,39,30,121.0,118.7,,False,2016,16.0,16.0,Girls,100,IM
1979,2266,1,1.0,1108,17,3,31,86.57,74.89,73.66,True,2016,17.035714285714285,17.0,Girls,100,IM
1980,2267,2,2.0,1110,17,33,31,84.41,83.0,83.38,True,2016,17.035714285714285,17.0,Girls,100,IM
1981,2268,3,3.0,1150,17,39,31,94.0,92.53,89.4,True,2016,17.035714285714285,17.0,Girls,100,IM
1982,2269,4,4.0,1084,17,38,31,96.28,92.83,90.03999999999999,True,2016,17.035714285714285,17.0,Girls,100,IM
1983,2270,5,5.0,1151,17,5,31,101.85,94.22999999999999,93.97,True,2016,17.035714285714285,17.0,Girls,100,IM
1984,2271,6,6.0,1085,17,3,31,102.75,100.2,95.53999999999999,True,2016,17.035714285714285,17.0,Girls,100,IM
1985,2272,7,7.0,1152,18,43,31,118.1,116.17,115.44,True,2016,17.035714285714285,17.0,Girls,100,IM
1986,2273,8,8.0,1088,17,17,31,123.57,119.35,124.09,True,2016,17.035714285714285,17.0,Girls,100,IM
1987,2274,9,,1096,17,39,31,134.0,136.96,,False,2016,17.035714285714285,17.0,Girls,100,IM
1988,2275,1,1.0,1097,14,52,37,32.91,31.42,31.08,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1989,2276,2,4.0,971,14,3,37,32.41,31.66,33.95,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1990,2277,3,3.0,581,15,45,37,34.22,32.42,32.24,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1991,2278,4,2.0,533,15,35,37,38.38,32.63,32.2,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1992,2279,5,9.0,142,15,48,37,35.69,34.43,35.42,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1993,2280,6,5.0,454,15,46,37,35.0,35.29,34.63,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1994,2281,7,6.0,973,15,3,37,34.88,35.47,34.85,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1995,2282,8,7.0,1068,14,46,37,35.4,35.82,34.86,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1996,2283,9,10.0,130,15,17,37,37.54,36.13,35.47,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1997,2284,10,15.0,514,15,3,37,33.86,36.64,37.96,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1998,2285,11,10.0,1155,15,42,37,41.09,36.74,35.47,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
1999,2286,12,14.0,583,14,46,37,36.84,36.82,37.09,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
2000,2287,13,8.0,441,15,45,37,37.0,36.9,35.4,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
2001,2288,14,12.0,1114,15,3,37,40.0,37.08,36.06,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
2002,2289,15,13.0,444,15,46,37,38.05,37.54,36.72,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
2003,2290,16,16.0,978,15,52,37,40.78,38.18,43.66,True,2016,14.870588235294118,15.0,Girls,50,Freestyle
2004,2291,17,,1116,15,49,37,41.06,38.3,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2005,2292,18,,1118,15,49,37,41.36,38.64,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2006,2293,19,,443,15,45,37,39.25,38.74,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2007,2294,20,,1067,15,55,37,39.43,38.75,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2008,2295,21,,446,14,52,37,37.81,38.9,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2009,2296,22,,585,15,52,37,38.5,38.95,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2010,2297,23,,981,15,35,37,38.38,39.25,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2011,2298,24,,987,14,3,37,40.5,39.27,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2012,2299,25,,1156,15,49,37,40.26,39.85,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2013,2300,26,,985,15,3,37,39.82,39.93,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2014,2301,27,,169,15,42,37,40.11,39.98,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2015,2302,28,,975,14,30,37,40.0,40.36,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2016,2303,29,,108,14,48,37,38.76,40.44,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2017,2304,30,,1157,15,49,37,40.78,40.59,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2018,2305,31,,442,15,52,37,41.06,40.78,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2019,2306,32,,110,14,3,37,42.67,40.93,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2020,2307,33,,1158,15,49,37,41.69,41.02,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2021,2308,34,,1159,15,52,37,42.88,41.07,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2022,2309,35,,1120,15,16,37,46.87,41.38,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2023,2310,36,,133,14,38,37,42.93,41.43,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2024,2311,37,,1160,14,16,37,43.25,41.54,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2025,2312,37,,447,14,49,37,40.19,41.54,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2026,2313,39,,1153,15,17,37,39.23,41.58,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2027,2314,40,,134,15,48,37,44.78,41.68,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2028,2315,41,,595,15,16,37,43.22,41.81,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2029,2316,41,,1161,15,49,37,42.81,41.81,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2030,2317,43,,979,15,48,37,48.72,43.32,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2031,2318,44,,990,14,49,37,53.31,43.42,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2032,2319,45,,1162,15,35,37,45.29,43.49,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2033,2320,46,,1163,15,42,37,53.18,43.51,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2034,2321,47,,1164,15,33,37,43.41,43.58,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2035,2322,48,,1165,15,17,37,44.45,43.93,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2036,2323,49,,593,15,49,37,44.19,44.07,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2037,2324,50,,302,15,52,37,45.57,44.76,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2038,2325,51,,126,14,3,37,43.92,44.95,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2039,2326,52,,114,15,43,37,48.31,45.64,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2040,2327,53,,1166,15,49,37,44.41,45.7,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2041,2328,54,,112,14,49,37,43.0,45.88,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2042,2329,55,,992,15,3,37,49.62,46.24,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2043,2330,56,,594,15,35,37,50.44,46.27,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2044,2331,57,,117,14,3,37,44.5,46.61,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2045,2332,58,,163,15,46,37,47.78,46.98,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2046,2333,59,,614,15,36,37,50.24,47.59,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2047,2334,60,,988,14,30,37,46.0,47.72,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2048,2335,61,,590,15,48,37,49.19,47.82,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2049,2336,62,,1002,15,27,37,47.56,48.62,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2050,2337,63,,1072,15,55,37,49.88,48.65,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2051,2338,64,,1167,14,3,37,48.5,48.66,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2052,2339,65,,678,15,38,37,47.63,48.68,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2053,2340,66,,1010,15,48,37,48.17,49.03,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2054,2341,67,,589,15,43,37,51.77,49.38,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2055,2342,68,,989,14,17,37,45.15,49.42,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2056,2343,69,,1168,14,17,37,53.28,49.91,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2057,2344,70,,1169,15,48,37,48.87,49.96,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2058,2345,71,,986,15,5,37,47.17,50.11,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2059,2346,72,,570,14,43,37,47.27,50.29,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2060,2347,73,,1122,15,49,37,48.88,50.6,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2061,2348,74,,596,15,5,37,49.48,51.45,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2062,2349,75,,996,15,3,37,53.43,52.54,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2063,2350,76,,1000,14,10,37,57.3,52.98,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2064,2351,77,,1170,14,3,37,49.57,53.18,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2065,2352,78,,1121,14,30,37,51.0,53.27,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2066,2353,79,,449,14,43,37,55.19,53.48,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2067,2354,80,,1006,15,48,37,53.48,54.08,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2068,2355,81,,1171,15,3,37,55.8,54.36,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2069,2356,82,,1007,15,3,37,60.78,54.93,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2070,2357,83,,599,14,16,37,56.08,55.0,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2071,2358,84,,969,15,39,37,59.0,55.18,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2072,2359,85,,124,15,33,37,50.19,55.32,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2073,2360,86,,1172,15,49,37,59.1,56.03,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2074,2361,87,,1001,14,33,37,52.62,57.72,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2075,2362,88,,598,15,39,37,59.0,57.8,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2076,2363,89,,1005,14,34,37,54.0,58.47,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2077,2364,90,,1173,15,48,37,57.57,58.93,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2078,2365,91,,1174,15,10,37,59.25,60.9,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2079,2366,92,,602,15,27,37,62.11,61.94,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2080,2367,93,,125,14,5,37,63.28,65.16,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2081,2368,94,,1175,15,43,37,52.6,70.81,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2082,2369,95,,1176,15,3,37,56.9,71.43,,False,2016,14.870588235294118,15.0,Girls,50,Freestyle
2083,2377,1,1.0,1124,16,26,38,27.25,29.53,28.58,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2084,2378,2,2.0,3,16,3,38,29.75,31.13,30.66,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2085,2379,3,3.0,452,16,46,38,32.71,32.42,31.46,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2086,2380,4,4.0,1103,15,16,38,34.8,32.6,33.84,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2087,2381,5,5.0,387,16,5,38,33.89,33.61,33.9,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2088,2382,6,6.0,1126,16,35,38,36.0,34.32,35.02,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2089,2383,7,7.0,1180,16,36,38,39.1,35.65,35.26,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2090,2384,8,9.0,1181,16,35,38,37.03,36.01,36.46,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2091,2385,9,8.0,9,16,39,38,36.0,36.06,35.79,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2092,2386,10,10.0,1182,16,48,38,38.68,37.17,36.51,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2093,2387,11,13.0,1183,16,35,38,39.25,37.99,39.52,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2094,2388,12,11.0,1077,16,52,38,38.44,38.39,37.87,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2095,2389,13,12.0,1184,16,3,38,40.63,38.6,38.42,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2096,2390,14,15.0,1013,16,55,38,42.4,39.22,40.5,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2097,2391,15,16.0,389,16,35,38,39.06,39.68,41.54,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2098,2392,16,13.0,609,16,48,38,41.66,40.66,39.52,True,2016,15.993630573248408,16.0,Girls,50,Freestyle
2099,2393,17,,151,16,3,38,41.9,40.75,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2100,2394,18,,1185,16,43,38,41.75,40.93,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2101,2395,19,,1035,16,48,38,43.15,41.53,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2102,2396,20,,588,16,48,38,43.04,41.68,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2103,2397,21,,1128,16,33,38,47.53,42.01,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2104,2398,22,,1021,16,34,38,45.0,42.19,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2105,2399,23,,1036,16,17,38,45.23,43.72,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2106,2400,24,,1186,16,49,38,42.5,43.8,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2107,2401,25,,170,16,3,38,46.0,43.84,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2108,2402,26,,157,16,46,38,44.97,44.53,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2109,2403,27,,1015,16,16,38,42.44,44.58,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2110,2404,28,,459,16,38,38,50.63,44.8,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2111,2405,29,,1187,16,43,38,47.75,46.94,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2112,2406,30,,1024,16,10,38,50.4,47.96,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2113,2407,31,,1025,16,3,38,54.77,48.46,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2114,2408,32,,1130,16,43,38,52.0,48.72,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2115,2409,33,,1188,16,43,38,47.15,49.08,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2116,2410,34,,612,16,46,38,49.19,49.74,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2117,2411,35,,1026,16,38,38,53.31,49.79,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2118,2412,36,,1189,16,17,38,51.95,49.83,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2119,2413,37,,1190,16,3,38,55.09,49.95,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2120,2414,38,,1191,16,49,38,52.31,50.01,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2121,2415,39,,153,16,39,38,61.0,51.12,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2122,2416,40,,1081,16,39,38,57.0,52.17,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2123,2417,41,,1032,16,55,38,46.04,52.48,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2124,2418,42,,1034,16,5,38,50.32,53.45,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2125,2419,43,,1192,16,39,38,72.0,55.07,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2126,2420,44,,1031,16,49,38,64.88,55.93,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2127,2421,45,,1193,16,48,38,56.44,57.61,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2128,2422,46,,1194,16,48,38,62.13,58.83,,False,2016,15.993630573248408,16.0,Girls,50,Freestyle
2129,2428,1,1.0,1038,16,33,39,31.22,30.42,31.48,True,2016,17.0,17.0,Girls,50,Freestyle
2130,2429,2,2.0,1133,17,3,39,32.57,32.07,32.09,True,2016,17.0,17.0,Girls,50,Freestyle
2131,2430,3,3.0,378,16,42,39,34.45,32.83,32.83,True,2016,17.0,17.0,Girls,50,Freestyle
2132,2431,4,5.0,1136,17,42,39,33.59,34.14,33.55,True,2016,17.0,17.0,Girls,50,Freestyle
2133,2432,5,6.0,1041,17,42,39,34.61,34.4,34.51,True,2016,17.0,17.0,Girls,50,Freestyle
2134,2433,6,4.0,1196,17,16,39,34.79,35.12,33.46,True,2016,17.0,17.0,Girls,50,Freestyle
2135,2434,7,7.0,1197,17,44,39,43.08,35.57,35.24,True,2016,17.0,17.0,Girls,50,Freestyle
2136,2435,8,8.0,1045,17,52,39,37.28,36.12,35.74,True,2016,17.0,17.0,Girls,50,Freestyle
2137,2436,9,9.0,1111,17,52,39,36.56,37.01,37.09,True,2016,17.0,17.0,Girls,50,Freestyle
2138,2437,10,14.0,1137,17,52,39,38.62,37.75,40.58,True,2016,17.0,17.0,Girls,50,Freestyle
2139,2438,11,12.0,967,17,27,39,41.68,39.74,40.06,True,2016,17.0,17.0,Girls,50,Freestyle
2140,2439,12,10.0,1198,17,48,39,40.21,39.97,39.13,True,2016,17.0,17.0,Girls,50,Freestyle
2141,2440,13,11.0,1154,17,30,39,40.0,40.28,39.65,True,2016,17.0,17.0,Girls,50,Freestyle
2142,2441,14,13.0,1139,17,52,39,44.75,40.45,40.55,True,2016,17.0,17.0,Girls,50,Freestyle
2143,2442,15,16.0,1199,17,39,39,43.0,41.99,42.37,True,2016,17.0,17.0,Girls,50,Freestyle
2144,2443,16,15.0,1057,17,36,39,44.33,42.1,41.5,True,2016,17.0,17.0,Girls,50,Freestyle
2145,2444,17,,1049,17,3,39,39.87,42.26,,False,2016,17.0,17.0,Girls,50,Freestyle
2146,2445,18,,1055,17,46,39,46.79,42.77,,False,2016,17.0,17.0,Girls,50,Freestyle
2147,2446,19,,1054,17,55,39,44.04,43.36,,False,2016,17.0,17.0,Girls,50,Freestyle
2148,2447,20,,1056,17,48,39,44.19,43.9,,False,2016,17.0,17.0,Girls,50,Freestyle
2149,2448,21,,1200,17,36,39,49.81,45.32,,False,2016,17.0,17.0,Girls,50,Freestyle
2150,2449,22,,1141,17,46,39,44.0,47.02,,False,2016,17.0,17.0,Girls,50,Freestyle
2151,2450,23,,1047,17,5,39,48.28,47.44,,False,2016,17.0,17.0,Girls,50,Freestyle
2152,2451,24,,1092,18,46,39,47.91,48.38,,False,2016,17.0,17.0,Girls,50,Freestyle
2153,2452,25,,1201,17,43,39,56.53,52.4,,False,2016,17.0,17.0,Girls,50,Freestyle
2154,2453,26,,1202,17,16,39,54.51,52.52,,False,2016,17.0,17.0,Girls,50,Freestyle
2155,2454,27,,1142,17,49,39,58.75,56.68,,False,2016,17.0,17.0,Girls,50,Freestyle
2156,2455,28,,1059,18,10,39,61.73,59.35,,False,2016,17.0,17.0,Girls,50,Freestyle
2157,2458,1,1.0,970,15,16,43,74.03,73.69,73.35,True,2016,14.884057971014492,15.0,Girls,100,Backstroke
2158,2459,2,3.0,669,15,34,43,84.0,78.51,75.88,True,2016,14.884057971014492,15.0,Girls,100,Backstroke
2159,2460,3,2.0,139,15,3,43,82.66,82.47,74.34,True,2016,14.884057971014492,15.0,Girls,100,Backstroke
2160,2461,4,4.0,6,14,5,43,91.44,90.23,89.57,True,2016,14.884057971014492,15.0,Girls,100,Backstroke
2161,2462,5,,102,15,45,43,102.53,95.05,,True,2016,14.884057971014492,15.0,Girls,100,Backstroke
2162,2463,6,5.0,514,15,3,43,83.0,97.13,94.41,True,2016,14.884057971014492,15.0,Girls,100,Backstroke
2163,2464,7,7.0,976,15,26,43,95.72,97.69,96.25,True,2016,14.884057971014492,15.0,Girls,100,Backstroke
2164,2465,8,8.0,104,15,38,43,100.93,98.64,98.74000000000001,True,2016,14.884057971014492,15.0,Girls,100,Backstroke
2165,2466,9,6.0,1115,14,39,43,109.0,102.4,95.7,False,2016,14.884057971014492,15.0,Girls,100,Backstroke
2166,2467,10,,105,14,5,43,114.97,104.75999999999999,,False,2016,14.884057971014492,15.0,Girls,100,Backstroke
2167,2468,11,,515,14,39,43,105.0,105.06,,False,2016,14.884057971014492,15.0,Girls,100,Backstroke
