,divsRank,finalRank,seedTime,divsTime,qualified,distance,gender,stroke,points,seedSpeed,divsSpeed,deltaSpeed,genderIndicator,isFly,isBack,isBreast,isFree,isIM,isQl
2893,11,,95.35,106.15,False,100,Boys,IM,0.0,1.048767697954903,0.9420631182289213,-0.10670457972598169,0,0,0,0,0,1,0
2894,12,,121.0,114.71000000000001,False,100,Boys,IM,0.0,0.8264462809917356,0.871763577717723,0.04531729672598739,0,0,0,0,0,1,0
2895,13,,108.1,117.87,False,100,Boys,IM,0.0,0.9250693802035153,0.8483922965979469,-0.07667708360556835,0,0,0,0,0,1,0
2896,14,,130.06,118.17,False,100,Boys,IM,0.0,0.7688759034291865,0.8462384700008462,0.07736256657165963,0,0,0,0,0,1,0
2897,1,1.0,73.53,68.56,True,100,Boys,IM,20.0,1.3599891200870393,1.4585764294049008,0.09858730931786153,0,0,0,0,0,1,1
2898,2,2.0,83.18,73.15,True,100,Boys,IM,18.0,1.2022120702091847,1.367053998632946,0.16484192842376122,0,0,0,0,0,1,1
2899,3,3.0,73.85,76.28999999999999,True,100,Boys,IM,16.0,1.3540961408259988,1.3107877834578583,-0.04330835736814054,0,0,0,0,0,1,1
2900,4,4.0,85.07,85.06,True,100,Boys,IM,14.0,1.1755025273304338,1.175640724194686,0.00013819686425220468,0,0,0,0,0,1,1
2901,5,5.0,88.96000000000001,85.45,True,100,Boys,IM,12.0,1.1241007194244603,1.1702750146284377,0.04617429520397742,0,0,0,0,0,1,1
2902,6,6.0,98.71000000000001,90.92,True,100,Boys,IM,11.0,1.013068584743187,1.0998680158380993,0.08679943109491228,0,0,0,0,0,1,1
2903,7,8.0,116.82,95.77000000000001,True,100,Boys,IM,9.0,0.8560178051703476,1.044168319933173,0.1881505147628254,0,0,0,0,0,1,1
2904,8,7.0,104.2,96.45,True,100,Boys,IM,10.0,0.9596928982725528,1.0368066355624677,0.07711373728991489,0,0,0,0,0,1,1
2905,9,,104.84,99.1,False,100,Boys,IM,0.0,0.9538344143456695,1.0090817356205852,0.05524732127491572,0,0,0,0,0,1,0
2906,10,,98.69,102.28999999999999,False,100,Boys,IM,0.0,1.013273887931908,0.9776126698602015,-0.035661218071706635,0,0,0,0,0,1,0
2907,11,,126.44,112.9,False,100,Boys,IM,0.0,0.7908889591901297,0.8857395925597874,0.09485063336965771,0,0,0,0,0,1,0
2908,1,1.0,30.57,30.54,True,50,Girls,Freestyle,20.0,1.6355904481517827,1.6371971185330714,0.0016066703812886995,1,0,0,0,1,0,1
2909,2,5.0,32.25,32.48,True,50,Girls,Freestyle,12.0,1.550387596899225,1.539408866995074,-0.01097872990415083,1,0,0,0,1,0,1
2910,3,4.0,32.25,32.57,True,50,Girls,Freestyle,14.0,1.550387596899225,1.5351550506601166,-0.015232546239108302,1,0,0,0,1,0,1
2911,4,6.0,38.66,32.83,True,50,Girls,Freestyle,11.0,1.2933264355923437,1.5229972586049345,0.22967082301259079,1,0,0,0,1,0,1
2912,5,3.0,35.19,33.0,True,50,Girls,Freestyle,16.0,1.4208581983518045,1.5151515151515151,0.09429331679971065,1,0,0,0,1,0,1
2913,6,2.0,35.1,33.1,True,50,Girls,Freestyle,18.0,1.4245014245014245,1.510574018126888,0.0860725936254636,1,0,0,0,1,0,1
2914,7,7.0,33.19,33.35,True,50,Girls,Freestyle,10.0,1.5064778547755349,1.4992503748125936,-0.007227479962941263,1,0,0,0,1,0,1
2915,8,9.0,34.57,33.39,True,50,Girls,Freestyle,8.0,1.4463407578825571,1.4974543276430068,0.05111356976044967,1,0,0,0,1,0,1
2916,9,8.0,35.22,33.42,True,50,Girls,Freestyle,9.0,1.4196479273140261,1.4961101137043686,0.07646218639034252,1,0,0,0,1,0,1
2917,10,10.0,34.9,33.87,True,50,Girls,Freestyle,7.0,1.4326647564469914,1.4762326542663124,0.04356789781932102,1,0,0,0,1,0,1
2918,11,11.0,34.41,34.53,True,50,Girls,Freestyle,6.0,1.4530659691950016,1.4480162177816391,-0.005049751413362502,1,0,0,0,1,0,1
2919,12,13.0,39.59,35.04,True,50,Girls,Freestyle,4.0,1.262945188178833,1.4269406392694064,0.16399545109057345,1,0,0,0,1,0,1
2920,13,14.0,37.94,35.77,True,50,Girls,Freestyle,3.0,1.3178703215603584,1.3978194017332959,0.07994908017293745,1,0,0,0,1,0,1
2921,14,16.0,39.12,36.36,True,50,Girls,Freestyle,1.0,1.278118609406953,1.375137513751375,0.09701890434442206,1,0,0,0,1,0,1
2922,15,15.0,39.59,36.46,True,50,Girls,Freestyle,2.0,1.262945188178833,1.3713658804168951,0.10842069223806217,1,0,0,0,1,0,1
2923,16,12.0,34.32,37.11,True,50,Girls,Freestyle,5.0,1.456876456876457,1.3473457289140394,-0.10953072796241758,1,0,0,0,1,0,1
2924,17,17.0,36.4,37.75,True,50,Girls,Freestyle,0.0,1.3736263736263736,1.3245033112582782,-0.04912306236809538,1,0,0,0,1,0,1
2925,18,18.0,37.88,37.93,True,50,Girls,Freestyle,0.0,1.3199577613516367,1.318217769575534,-0.001739991776102734,1,0,0,0,1,0,1
2926,19,22.0,38.48,38.05,True,50,Girls,Freestyle,0.0,1.2993762993762994,1.314060446780552,0.014684147404252501,1,0,0,0,1,0,1
2927,20,19.0,42.94,38.49,True,50,Girls,Freestyle,0.0,1.1644154634373545,1.2990387113535982,0.1346232479162437,1,0,0,0,1,0,1
2928,21,23.0,40.75,38.79,True,50,Girls,Freestyle,0.0,1.2269938650306749,1.288992008249549,0.06199814321887409,1,0,0,0,1,0,1
2929,22,21.0,40.52,39.02,True,50,Girls,Freestyle,0.0,1.2339585389930898,1.2813941568426448,0.04743561784955497,1,0,0,0,1,0,1
2930,23,20.0,39.89,39.06,True,50,Girls,Freestyle,0.0,1.25344697919278,1.2800819252432154,0.02663494605043537,1,0,0,0,1,0,1
2931,24,,39.72,39.43,True,50,Girls,Freestyle,0.0,1.2588116817724069,1.26806999746386,0.00925831569145319,1,0,0,0,1,0,1
2932,25,24.0,42.44,40.56,False,50,Girls,Freestyle,0.0,1.17813383600377,1.2327416173570018,0.054607781353231744,1,0,0,0,1,0,0
2933,26,,41.26,40.98,False,50,Girls,Freestyle,0.0,1.211827435773146,1.2201073694485116,0.008279933675365614,1,0,0,0,1,0,0
2934,27,,45.38,41.68,False,50,Girls,Freestyle,0.0,1.1018069634200087,1.199616122840691,0.09780915942068225,1,0,0,0,1,0,0
2935,28,,53.53,42.57,False,50,Girls,Freestyle,0.0,0.9340556697179152,1.1745360582569886,0.2404803885390734,1,0,0,0,1,0,0
2936,29,,41.78,42.59,False,50,Girls,Freestyle,0.0,1.1967448539971277,1.173984503404555,-0.022760350592572642,1,0,0,0,1,0,0
2937,30,,44.25,42.68,False,50,Girls,Freestyle,0.0,1.1299435028248588,1.1715089034676665,0.04156540064280767,1,0,0,0,1,0,0
2938,31,,44.52,43.06,False,50,Girls,Freestyle,0.0,1.123090745732255,1.161170459823502,0.038079714091247,1,0,0,0,1,0,0
2939,32,,46.72,43.34,False,50,Girls,Freestyle,0.0,1.0702054794520548,1.1536686663590217,0.08346318690696686,1,0,0,0,1,0,0
2940,33,,44.78,44.12,False,50,Girls,Freestyle,0.0,1.1165698972755693,1.1332728921124207,0.016702994836851337,1,0,0,0,1,0,0
2941,34,,50.34,44.31,False,50,Girls,Freestyle,0.0,0.9932459276916964,1.128413450688332,0.1351675229966357,1,0,0,0,1,0,0
2942,35,,45.12,44.6,False,50,Girls,Freestyle,0.0,1.1081560283687943,1.1210762331838564,0.012920204815062064,1,0,0,0,1,0,0
2943,36,,50.04,44.88,False,50,Girls,Freestyle,0.0,0.9992006394884093,1.1140819964349375,0.11488135694652823,1,0,0,0,1,0,0
2944,37,,50.4,45.17,False,50,Girls,Freestyle,0.0,0.9920634920634921,1.1069293779056897,0.11486588584219759,1,0,0,0,1,0,0
2945,38,,47.19,45.22,False,50,Girls,Freestyle,0.0,1.0595465140919686,1.105705440070765,0.04615892597879645,1,0,0,0,1,0,0
2946,39,,47.76,45.73,False,50,Girls,Freestyle,0.0,1.0469011725293134,1.0933741526350318,0.04647298010571843,1,0,0,0,1,0,0
2947,40,,,45.87,False,50,Girls,Freestyle,0.0,,1.090037061260083,,1,0,0,0,1,0,0
2948,41,,42.62,45.88,False,50,Girls,Freestyle,0.0,1.1731581417175037,1.0897994768962511,-0.08335866482125254,1,0,0,0,1,0,0
2949,42,,53.5,46.2,False,50,Girls,Freestyle,0.0,0.9345794392523364,1.0822510822510822,0.1476716429987458,1,0,0,0,1,0,0
2950,43,,52.5,47.79,False,50,Girls,Freestyle,0.0,0.9523809523809523,1.0462439840970914,0.09386303171613908,1,0,0,0,1,0,0
2951,44,,49.93,48.04,False,50,Girls,Freestyle,0.0,1.001401962747847,1.0407993338884263,0.039397371140579285,1,0,0,0,1,0,0
2952,45,,48.43,48.47,False,50,Girls,Freestyle,0.0,1.0324179227751393,1.0315659170621003,-0.0008520057130390057,1,0,0,0,1,0,0
2953,46,,47.6,48.49,False,50,Girls,Freestyle,0.0,1.050420168067227,1.031140441328109,-0.01927972673911804,1,0,0,0,1,0,0
2954,47,,52.21,49.16,False,50,Girls,Freestyle,0.0,0.957670944263551,1.0170870626525632,0.059416118389012174,1,0,0,0,1,0,0
2955,48,,52.34,49.24,False,50,Girls,Freestyle,0.0,0.9552923194497516,1.0154346060113728,0.06014228656162124,1,0,0,0,1,0,0
2956,49,,55.12,50.17,False,50,Girls,Freestyle,0.0,0.90711175616836,0.9966115208291807,0.08949976466082066,1,0,0,0,1,0,0
2957,50,,48.97,50.43,False,50,Girls,Freestyle,0.0,1.0210332856851134,0.99147332936744,-0.029559956317673386,1,0,0,0,1,0,0
2958,51,,52.28,51.82,False,50,Girls,Freestyle,0.0,0.9563886763580719,0.9648784253184098,0.00848974896033794,1,0,0,0,1,0,0
2959,52,,46.44,52.48,False,50,Girls,Freestyle,0.0,1.0766580534022394,0.9527439024390244,-0.12391415096321501,1,0,0,0,1,0,0
2960,53,,55.28,52.59,False,50,Girls,Freestyle,0.0,0.9044862518089725,0.9507510933637573,0.04626484155478483,1,0,0,0,1,0,0
2961,54,,57.93,53.58,False,50,Girls,Freestyle,0.0,0.8631106507854307,0.933184023889511,0.07007337310408035,1,0,0,0,1,0,0
2962,55,,57.28,54.67,False,50,Girls,Freestyle,0.0,0.8729050279329609,0.9145783793671117,0.04167335143415085,1,0,0,0,1,0,0
2963,56,,54.03,55.06,False,50,Girls,Freestyle,0.0,0.9254118082546733,0.9081002542680712,-0.017311553986602113,1,0,0,0,1,0,0
2964,57,,56.97,56.22,False,50,Girls,Freestyle,0.0,0.8776549060909251,0.8893632159373889,0.01170830984646376,1,0,0,0,1,0,0
2965,58,,58.58,56.95,False,50,Girls,Freestyle,0.0,0.8535336292249915,0.8779631255487269,0.024429496323735367,1,0,0,0,1,0,0
2966,59,,63.6,61.52,False,50,Girls,Freestyle,0.0,0.7861635220125786,0.812743823146944,0.02658030113436549,1,0,0,0,1,0,0
2967,60,,60.72,61.63,False,50,Girls,Freestyle,0.0,0.8234519104084321,0.8112932013629726,-0.01215870904545957,1,0,0,0,1,0,0
2968,61,,64.25,66.15,False,50,Girls,Freestyle,0.0,0.7782101167315175,0.7558578987150415,-0.022352218016476022,1,0,0,0,1,0,0
2969,62,,65.03,66.68,False,50,Girls,Freestyle,0.0,0.7688759034291865,0.7498500299940011,-0.01902587343518547,1,0,0,0,1,0,0
2970,1,1.0,27.07,28.35,True,50,Girls,Freestyle,20.0,1.847063169560399,1.763668430335097,-0.08339473922530205,1,0,0,0,1,0,1
2971,2,2.0,27.77,28.68,True,50,Girls,Freestyle,18.0,1.8005041411595246,1.7433751743375174,-0.05712896682200719,1,0,0,0,1,0,1
2972,3,3.0,29.46,29.75,True,50,Girls,Freestyle,16.0,1.6972165648336728,1.680672268907563,-0.01654429592610973,1,0,0,0,1,0,1
2973,4,4.0,33.22,31.56,True,50,Girls,Freestyle,14.0,1.5051173991571343,1.5842839036755387,0.07916650451840446,1,0,0,0,1,0,1
2974,5,5.0,34.15,32.31,True,50,Girls,Freestyle,12.0,1.4641288433382138,1.547508511296812,0.0833796679585983,1,0,0,0,1,0,1
2975,6,6.0,35.07,32.57,True,50,Girls,Freestyle,11.0,1.42571998859424,1.5351550506601166,0.10943506206587661,1,0,0,0,1,0,1
2976,7,7.0,32.53,32.99,True,50,Girls,Freestyle,10.0,1.5370427297878881,1.5156107911488328,-0.021431938639055348,1,0,0,0,1,0,1
2977,8,8.0,35.69,35.18,True,50,Girls,Freestyle,9.0,1.4009526478005043,1.4212620807276861,0.020309432927181792,1,0,0,0,1,0,1
2978,9,11.0,40.08,35.46,True,50,Girls,Freestyle,6.0,1.2475049900199602,1.4100394811054708,0.16253449108551066,1,0,0,0,1,0,1
2979,10,10.0,37.91,35.84,True,50,Girls,Freestyle,7.0,1.3189132155104195,1.3950892857142856,0.07617607020386608,1,0,0,0,1,0,1
2980,11,9.0,36.5,36.15,True,50,Girls,Freestyle,8.0,1.36986301369863,1.3831258644536653,0.013262850755035194,1,0,0,0,1,0,1
2981,12,13.0,41.42,36.65,True,50,Girls,Freestyle,4.0,1.2071463061323031,1.364256480218281,0.15711017408597794,1,0,0,0,1,0,1
2982,13,14.0,41.66,36.66,True,50,Girls,Freestyle,3.0,1.200192030724916,1.363884342607747,0.16369231188283084,1,0,0,0,1,0,1
2983,14,12.0,38.03,37.02,True,50,Girls,Freestyle,5.0,1.3147515119642388,1.350621285791464,0.035869773827225115,1,0,0,0,1,0,1
2984,15,18.0,40.03,38.96,True,50,Girls,Freestyle,0.0,1.2490632025980515,1.2833675564681724,0.034304353870120874,1,0,0,0,1,0,1
2985,16,20.0,41.34,39.14,True,50,Girls,Freestyle,0.0,1.209482341557813,1.2774655084312723,0.06798316687345918,1,0,0,0,1,0,1
2986,17,23.0,39.51,39.47,True,50,Girls,Freestyle,0.0,1.2655024044545686,1.266784899923993,0.0012824954694243829,1,0,0,0,1,0,1
2987,18,22.0,42.25,39.77,True,50,Girls,Freestyle,0.0,1.183431952662722,1.257229067136032,0.07379711447331005,1,0,0,0,1,0,1
2988,19,17.0,42.07,40.06,True,50,Girls,Freestyle,0.0,1.188495364868077,1.2481278082875686,0.0596324434194917,1,0,0,0,1,0,1
2989,20,15.0,40.12,40.16,True,50,Girls,Freestyle,2.0,1.2462612163509472,1.245019920318725,-0.0012412960322221167,1,0,0,0,1,0,1
2990,21,24.0,44.06,41.04,True,50,Girls,Freestyle,0.0,1.1348161597821151,1.2183235867446394,0.08350742696252422,1,0,0,0,1,0,1
2991,22,19.0,43.34,41.28,True,50,Girls,Freestyle,0.0,1.1536686663590217,1.2112403100775193,0.057571643718497656,1,0,0,0,1,0,1
2992,23,16.0,44.17,41.3,True,50,Girls,Freestyle,1.0,1.1319900384876613,1.2106537530266344,0.07866371453897303,1,0,0,0,1,0,1
2993,24,21.0,43.94,41.39,True,50,Girls,Freestyle,0.0,1.137915339098771,1.2080212611741967,0.07010592207542565,1,0,0,0,1,0,1
2994,25,,42.41,42.89,False,50,Girls,Freestyle,0.0,1.1789672247111531,1.165772907437631,-0.01319431727352205,1,0,0,0,1,0,0
2995,26,,41.53,43.09,False,50,Girls,Freestyle,0.0,1.2039489525644111,1.1603620329542816,-0.043586919610129504,1,0,0,0,1,0,0
2996,27,,47.16,44.66,False,50,Girls,Freestyle,0.0,1.0602205258693809,1.1195700850873265,0.0593495592179456,1,0,0,0,1,0,0
2997,28,,45.94,45.53,False,50,Girls,Freestyle,0.0,1.08837614279495,1.0981770261366133,0.00980088334166318,1,0,0,0,1,0,0
2998,29,,45.09,47.09,False,50,Girls,Freestyle,0.0,1.1088933244621866,1.0617965597791463,-0.04709676468304025,1,0,0,0,1,0,0
2999,30,,44.85,47.19,False,50,Girls,Freestyle,0.0,1.1148272017837235,1.0595465140919686,-0.05528068769175487,1,0,0,0,1,0,0
3000,31,,51.73,49.67,False,50,Girls,Freestyle,0.0,0.9665571235260004,1.00664384940608,0.040086725880079666,1,0,0,0,1,0,0
3001,32,,53.69,50.77,False,50,Girls,Freestyle,0.0,0.9312721177127957,0.9848335631278313,0.0535614454150356,1,0,0,0,1,0,0
3002,33,,54.54,51.01,False,50,Girls,Freestyle,0.0,0.9167583425009168,0.9801999607920016,0.06344161829108474,1,0,0,0,1,0,0
3003,34,,51.65,51.3,False,50,Girls,Freestyle,0.0,0.968054211035818,0.9746588693957116,0.006604658359893545,1,0,0,0,1,0,0
3004,35,,56.47,52.31,False,50,Girls,Freestyle,0.0,0.8854258898530193,0.9558401835213152,0.07041429366829588,1,0,0,0,1,0,0
3005,36,,51.1,54.45,False,50,Girls,Freestyle,0.0,0.9784735812133072,0.9182736455463728,-0.06019993566693438,1,0,0,0,1,0,0
3006,37,,58.81,54.97,False,50,Girls,Freestyle,0.0,0.8501955449753443,0.9095870474804439,0.059391502505099614,1,0,0,0,1,0,0
3007,38,,59.72,58.27,False,50,Girls,Freestyle,0.0,0.8372404554588078,0.858074480864939,0.020834025406131218,1,0,0,0,1,0,0
3008,39,,85.91,78.13,False,50,Girls,Freestyle,0.0,0.5820044232336166,0.6399590426212722,0.05795461938765567,1,0,0,0,1,0,0
3009,1,1.0,27.98,28.23,True,50,Girls,Freestyle,20.0,1.7869907076483202,1.7711654268508679,-0.01582528079745238,1,0,0,0,1,0,1
3010,2,2.0,30.1,28.66,True,50,Girls,Freestyle,18.0,1.6611295681063123,1.7445917655268668,0.0834621974205545,1,0,0,0,1,0,1
3011,3,3.0,34.15,32.06,True,50,Girls,Freestyle,16.0,1.4641288433382138,1.5595757953836555,0.09544695204544174,1,0,0,0,1,0,1
3012,4,4.0,32.07,32.38,True,50,Girls,Freestyle,14.0,1.5590894917368257,1.544163063619518,-0.0149264281173076,1,0,0,0,1,0,1
3013,5,5.0,35.06,32.85,True,50,Girls,Freestyle,12.0,1.426126640045636,1.5220700152207,0.09594337517506402,1,0,0,0,1,0,1
3014,6,6.0,33.55,33.96,True,50,Girls,Freestyle,11.0,1.4903129657228018,1.4723203769140165,-0.017992588808785293,1,0,0,0,1,0,1
3015,7,9.0,37.0,34.86,True,50,Girls,Freestyle,8.0,1.3513513513513513,1.4343086632243258,0.0829573118729745,1,0,0,0,1,0,1
3016,8,8.0,35.31,35.54,True,50,Girls,Freestyle,9.0,1.416029453412631,1.4068655036578503,-0.009163949754780631,1,0,0,0,1,0,1
3017,9,7.0,36.58,35.97,True,50,Girls,Freestyle,10.0,1.366867140513942,1.3900472616068946,0.023180121092952533,1,0,0,0,1,0,1
3018,10,10.0,36.56,36.57,True,50,Girls,Freestyle,7.0,1.3676148796498906,1.3672409078479628,-0.0003739718019277749,1,0,0,0,1,0,1
3019,11,13.0,40.59,37.95,True,50,Girls,Freestyle,4.0,1.2318305001231828,1.3175230566534912,0.08569255653030838,1,0,0,0,1,0,1
3020,12,11.0,37.38,38.55,True,50,Girls,Freestyle,6.0,1.337613697164259,1.297016861219196,-0.040596835945063026,1,0,0,0,1,0,1
3021,13,14.0,39.94,38.85,True,50,Girls,Freestyle,3.0,1.2518778167250877,1.287001287001287,0.03512347027619933,1,0,0,0,1,0,1
3022,14,12.0,39.97,39.8,True,50,Girls,Freestyle,5.0,1.2509382036527397,1.256281407035176,0.005343203382436323,1,0,0,0,1,0,1
3023,15,15.0,41.5,40.51,True,50,Girls,Freestyle,2.0,1.2048192771084338,1.2342631449024932,0.029443867794059386,1,0,0,0,1,0,1
3024,16,18.0,45.57,41.92,True,50,Girls,Freestyle,0.0,1.097213078779899,1.1927480916030533,0.09553501282315424,1,0,0,0,1,0,1
3025,17,,43.21,41.93,True,50,Girls,Freestyle,0.0,1.157139551029854,1.1924636298592892,0.03532407882943511,1,0,0,0,1,0,1
3026,18,20.0,43.54,42.22,True,50,Girls,Freestyle,0.0,1.148369315571888,1.1842728564661298,0.03590354089424186,1,0,0,0,1,0,1
3027,19,17.0,42.78,42.68,True,50,Girls,Freestyle,0.0,1.168770453482936,1.1715089034676665,0.0027384499847304955,1,0,0,0,1,0,1
3028,20,21.0,44.55,43.06,True,50,Girls,Freestyle,0.0,1.122334455667789,1.161170459823502,0.03883600415571298,1,0,0,0,1,0,1
3029,21,16.0,43.38,43.78,True,50,Girls,Freestyle,1.0,1.152604887044721,1.1420740063956145,-0.010530880649106455,1,0,0,0,1,0,1
3030,22,22.0,45.31,43.9,True,50,Girls,Freestyle,0.0,1.1035091591260207,1.1389521640091116,0.035443004883090934,1,0,0,0,1,0,1
3031,23,23.0,42.38,43.98,True,50,Girls,Freestyle,0.0,1.1798017932987257,1.1368804001819008,-0.04292139311682486,1,0,0,0,1,0,1
3032,24,19.0,43.22,44.46,True,50,Girls,Freestyle,0.0,1.1568718186024989,1.1246063877642825,-0.032265430838216425,1,0,0,0,1,0,1
3033,25,,47.0,45.17,False,50,Girls,Freestyle,0.0,1.0638297872340425,1.1069293779056897,0.04309959067164715,1,0,0,0,1,0,0
3034,26,24.0,49.22,46.1,False,50,Girls,Freestyle,0.0,1.0158472165786265,1.0845986984815619,0.06875148190293534,1,0,0,0,1,0,0
3035,27,,51.62,46.19,False,50,Girls,Freestyle,0.0,0.9686168151879118,1.082485386447283,0.11386857125937122,1,0,0,0,1,0,0
3036,28,,46.06,46.73,False,50,Girls,Freestyle,0.0,1.0855405992184106,1.0699764605178688,-0.015564138700541852,1,0,0,0,1,0,0
3037,29,,47.4,46.84,False,50,Girls,Freestyle,0.0,1.0548523206751055,1.067463706233988,0.012611385558882526,1,0,0,0,1,0,0
3038,30,,51.71,48.57,False,50,Girls,Freestyle,0.0,0.9669309611293754,1.0294420424130122,0.0625110812836368,1,0,0,0,1,0,0
3039,31,,54.13,50.2,False,50,Girls,Freestyle,0.0,0.9237021984112321,0.99601593625498,0.07231373784374784,1,0,0,0,1,0,0
3040,32,,43.19,50.64,False,50,Girls,Freestyle,0.0,1.157675387821255,0.9873617693522907,-0.1703136184689642,1,0,0,0,1,0,0
3041,33,,50.69,50.65,False,50,Girls,Freestyle,0.0,0.9863878477017164,0.9871668311944719,0.0007789834927555139,1,0,0,0,1,0,0
3042,34,,57.27,51.28,False,50,Girls,Freestyle,0.0,0.8730574471800244,0.9750390015600624,0.10198155438003798,1,0,0,0,1,0,0
3043,35,,51.25,53.65,False,50,Girls,Freestyle,0.0,0.975609756097561,0.9319664492078286,-0.04364330688973239,1,0,0,0,1,0,0
3044,36,,61.42,55.6,False,50,Girls,Freestyle,0.0,0.81406707912732,0.8992805755395683,0.08521349641224829,1,0,0,0,1,0,0
3045,37,,49.78,56.44,False,50,Girls,Freestyle,0.0,1.004419445560466,0.8858965272856131,-0.11852291827485295,1,0,0,0,1,0,0
3046,38,,58.18,64.17,False,50,Girls,Freestyle,0.0,0.8594018563080096,0.7791803023219572,-0.08022155398605235,1,0,0,0,1,0,0
3047,1,1.0,26.2,26.32,True,50,Boys,Freestyle,20.0,1.9083969465648856,1.8996960486322187,-0.008700897932666818,0,0,0,0,1,0,1
3048,2,2.0,28.25,27.06,True,50,Boys,Freestyle,18.0,1.7699115044247788,1.8477457501847747,0.07783424575999587,0,0,0,0,1,0,1
3049,3,3.0,32.03,29.17,True,50,Boys,Freestyle,16.0,1.5610365282547611,1.7140898183064792,0.15305329005171808,0,0,0,0,1,0,1
3050,4,4.0,27.86,29.67,True,50,Boys,Freestyle,14.0,1.7946877243359656,1.6852039096730704,-0.10948381466289514,0,0,0,0,1,0,1
3051,5,5.0,30.22,30.27,True,50,Boys,Freestyle,12.0,1.654533421575116,1.6518004625041296,-0.0027329590709863627,0,0,0,0,1,0,1
3052,6,6.0,31.06,30.66,True,50,Boys,Freestyle,11.0,1.6097875080489377,1.6307893020221786,0.02100179397324098,0,0,0,0,1,0,1
3053,7,7.0,33.23,31.93,True,50,Boys,Freestyle,10.0,1.504664459825459,1.5659254619480112,0.061261002122552144,0,0,0,0,1,0,1
3054,8,10.0,35.27,32.29,True,50,Boys,Freestyle,7.0,1.4176353841791889,1.5484670176525241,0.13083163347333526,0,0,0,0,1,0,1
3055,9,8.0,34.83,32.72,True,50,Boys,Freestyle,9.0,1.435544071202986,1.528117359413203,0.09257328821021682,0,0,0,0,1,0,1
3056,10,9.0,31.12,32.74,True,50,Boys,Freestyle,8.0,1.6066838046272494,1.5271838729383016,-0.07949993168894776,0,0,0,0,1,0,1
3057,11,14.0,34.31,33.37,True,50,Boys,Freestyle,3.0,1.457301078402798,1.4983518130056939,0.04105073460289588,0,0,0,0,1,0,1
3058,12,13.0,37.5,34.36,True,50,Boys,Freestyle,4.0,1.3333333333333333,1.4551804423748544,0.12184710904152118,0,0,0,0,1,0,1
3059,13,15.0,36.31,34.48,True,50,Boys,Freestyle,2.0,1.3770311209033324,1.4501160092807426,0.07308488837741023,0,0,0,0,1,0,1
3060,14,17.0,36.91,34.59,True,50,Boys,Freestyle,0.0,1.35464643727987,1.445504481063891,0.09085804378402096,0,0,0,0,1,0,1
3061,15,16.0,35.93,34.91,True,50,Boys,Freestyle,1.0,1.3915947676036737,1.4322543683758238,0.04065960077215003,0,0,0,0,1,0,1
3062,16,23.0,35.44,34.97,True,50,Boys,Freestyle,0.0,1.4108352144469527,1.4297969688304262,0.018961754383473473,0,0,0,0,1,0,1
3063,17,24.0,50.16,35.29,True,50,Boys,Freestyle,0.0,0.9968102073365231,1.4168319637291018,0.42002175639257866,0,0,0,0,1,0,1
3064,17,12.0,35.12,35.29,True,50,Boys,Freestyle,5.0,1.4236902050113895,1.4168319637291018,-0.006858241282287736,0,0,0,0,1,0,1
3065,19,,38.57,35.75,True,50,Boys,Freestyle,0.0,1.2963443090484832,1.3986013986013985,0.10225708955291535,0,0,0,0,1,0,1
3066,20,11.0,36.41,36.14,True,50,Boys,Freestyle,6.0,1.3732491073880804,1.3835085777531821,0.010259470365101775,0,0,0,0,1,0,1
3067,21,21.0,40.83,37.06,True,50,Boys,Freestyle,0.0,1.224589762429586,1.3491635186184565,0.12457375618887045,0,0,0,0,1,0,1
3068,22,18.0,43.16,37.18,True,50,Boys,Freestyle,0.0,1.1584800741427248,1.3448090371167294,0.18632896297400459,0,0,0,0,1,0,1
3069,23,19.0,40.06,37.82,True,50,Boys,Freestyle,0.0,1.2481278082875686,1.3220518244315178,0.07392401614394917,0,0,0,0,1,0,1
3070,24,22.0,41.96,38.36,True,50,Boys,Freestyle,0.0,1.1916110581506196,1.3034410844629822,0.11183002631236261,0,0,0,0,1,0,1
3071,25,20.0,40.25,38.57,False,50,Boys,Freestyle,0.0,1.2422360248447204,1.2963443090484832,0.05410828420376279,0,0,0,0,1,0,0
3072,26,,39.99,38.94,False,50,Boys,Freestyle,0.0,1.2503125781445361,1.2840267077555214,0.0337141296109853,0,0,0,0,1,0,0
3073,27,,38.18,39.5,False,50,Boys,Freestyle,0.0,1.3095861707700367,1.2658227848101267,-0.04376338595991003,0,0,0,0,1,0,0
3074,28,,39.91,39.59,False,50,Boys,Freestyle,0.0,1.2528188423953897,1.262945188178833,0.010126345783443291,0,0,0,0,1,0,0
3075,29,,38.13,39.77,False,50,Boys,Freestyle,0.0,1.3113034356150013,1.257229067136032,-0.05407436847896929,0,0,0,0,1,0,0
3076,30,,46.98,39.79,False,50,Boys,Freestyle,0.0,1.064282673478076,1.2565971349585323,0.1923144614804564,0,0,0,0,1,0,0
3077,31,,40.97,39.94,False,50,Boys,Freestyle,0.0,1.22040517451794,1.2518778167250877,0.03147264220714763,0,0,0,0,1,0,0
3078,32,,41.32,40.05,False,50,Boys,Freestyle,0.0,1.2100677637947725,1.2484394506866419,0.03837168689186932,0,0,0,0,1,0,0
3079,33,,45.93,40.98,False,50,Boys,Freestyle,0.0,1.088613106901807,1.2201073694485116,0.1314942625467046,0,0,0,0,1,0,0
